Fid,customer,age,gender,zipcodeOri,merchant,zipMerchant,category,amount,Type,Date_Time,Label,results
10.42.0.151-103.235.46.39-57329-80-6,C1913044357,40,F,28007,M1823072687,28007,es_transportation,179195.91,CASH_OUT,2019-12-19 02:45:17+09,0,0
172.217.10.106-10.42.0.151-443-60993-6,C917831365,27,F,28007,M1823072687,28007,es_transportation,127156.02,PAYMENT,2019-12-19 02:45:40+09,1,1
10.42.0.211-10.42.0.1-48470-53-17,C2120296918,28,F,28007,M1823072687,28007,es_transportation,16788.55,PAYMENT,2019-12-19 02:46:05+09,0,0
172.217.6.238-10.42.0.211-443-57792-6,C831905583,44,M,28007,M348934600,28007,es_transportation,88680.28,TRANSFER,2019-12-19 02:51:16+09,1,1
172.217.11.1-10.42.0.151-443-47798-6,C2016997607,47,M,28007,M1823072687,28007,es_transportation,106915.57,CASH_IN,2019-12-19 02:52:24+09,0,0
10.42.0.211-123.125.29.220-35709-80-6,C1780201239,42,M,28007,M85975013,28007,es_food,186303.71,PAYMENT,2019-12-19 03:00:19+09,1,1
183.79.248.252-10.42.0.211-443-55929-6,C1736605496,31,M,28007,M1823072687,28007,es_transportation,425285.07,PAYMENT,2019-12-19 03:00:52+09,0,0
172.217.11.10-10.42.0.151-443-54746-6,C1129737137,26,M,28007,M1823072687,28007,es_transportation,57565.03,PAYMENT,2019-12-19 03:01:06+09,1,1
172.217.11.2-10.42.0.211-443-34472-6,C899204870,59,M,28007,M1823072687,28007,es_transportation,116448.63,PAYMENT,2019-12-19 03:02:20+09,0,0
172.217.7.196-10.42.0.211-443-42865-6,C1915603015,33,F,28007,M1823072687,28007,es_transportation,145250.12,PAYMENT,2019-12-19 03:03:19+09,1,1
10.42.0.211-104.244.43.131-50376-443-6,C1548873226,47,M,28007,M151143676,28007,es_barsandrestaurants,269329.51,PAYMENT,2019-12-19 03:11:07+09,0,0
216.58.219.202-10.42.0.151-443-46555-6,C606861698,46,F,28007,M1823072687,28007,es_transportation,120428.06,PAYMENT,2019-12-19 03:12:09+09,1,1
10.42.0.211-104.192.110.245-46182-443-6,C861930901,24,F,28007,M348934600,28007,es_transportation,136760.05,PAYMENT,2019-12-19 03:12:22+09,0,0
10.42.0.211-66.102.255.44-59332-443-6,C990997956,34,F,28007,M1823072687,28007,es_transportation,483523.24,PAYMENT,2019-12-19 03:12:54+09,1,1
10.42.0.211-10.42.0.1-64715-53-17,C2126436338,53,F,28007,M1823072687,28007,es_transportation,183515.99,PAYMENT,2019-12-19 03:13:28+09,1,1
172.217.12.202-10.42.0.151-443-55631-6,C1145304322,38,F,28007,M348934600,28007,es_transportation,180986.01,PAYMENT,2019-12-19 03:15:22+09,0,0
10.42.0.211-119.146.74.32-38193-443-6,C1792734476,35,F,28007,M349281107,28007,es_fashion,307675.96,PAYMENT,2019-12-19 03:16:19+09,1,1
10.42.0.211-10.42.0.1-4614-53-17,C1792734476,58,F,28007,M1600850729,28007,es_fashion,239974.86,PAYMENT,2019-12-19 03:19:36+09,0,0
203.205.179.170-10.42.0.211-80-57775-6,C253956131,33,M,28007,M85975013,28007,es_food,306706.41,PAYMENT,2019-12-19 03:30:43+09,1,1
172.217.11.42-10.42.0.211-443-59101-6,C1528848756,67,M,28007,M209847108,28007,es_wellnessandbeauty,185855.76,PAYMENT,2019-12-19 03:29:03+09,0,0
10.42.0.211-104.192.110.245-36625-443-6,C1528848756,32,M,28007,M78078399,28007,es_wellnessandbeauty,2775.54,PAYMENT,2019-12-19 03:31:13+09,1,1
10.42.0.211-10.42.0.1-11859-53-17,C1067134113,59,F,28007,M1823072687,28007,es_transportation,136086.51,PAYMENT,2019-12-19 03:31:49+09,0,0
172.217.12.206-10.42.0.151-443-45834-6,C1684213034,82,M,28007,M1823072687,28007,es_transportation,183386.9,PAYMENT,2019-12-19 03:33:30+09,1,1
203.205.191.25-10.42.0.151-80-54166-6,C1892148523,46,F,28007,M1823072687,28007,es_transportation,498589.7,PAYMENT,2019-12-19 03:46:23+09,0,0
220.170.182.31-10.42.0.211-443-59781-6,C1305339250,34,M,28007,M1823072687,28007,es_transportation,84890.06,PAYMENT,2019-12-19 03:46:35+09,1,1
10.42.0.211-115.239.210.141-34709-80-6,C312053639,25,M,28007,M1823072687,28007,es_transportation,69842.68,PAYMENT,2019-12-19 03:47:28+09,0,0
10.42.0.211-121.12.98.64-56590-80-6,C1638710158,35,F,28007,M1823072687,28007,es_transportation,20131.01,PAYMENT,2019-12-19 03:48:51+09,1,1
216.58.219.196-10.42.0.211-443-50072-6,C965801920,42,F,28007,M348934600,28007,es_transportation,46109.02,CASH_IN,2019-12-19 04:12:24+09,1,1
202.77.129.150-10.42.0.211-80-41789-6,C916694479,35,F,28007,M348934600,28007,es_transportation,28258.17,CASH_OUT,2019-12-19 04:12:38+09,0,0
172.217.3.106-10.42.0.151-443-46829-6,C1156808163,41,M,28007,M1823072687,28007,es_transportation,271673.41,PAYMENT,2019-12-19 04:12:53+09,1,1
203.205.179.172-10.42.0.211-80-45261-6,C344248234,53,M,28007,M1823072687,28007,es_transportation,70663.89,PAYMENT,2019-12-19 04:24:11+09,0,0
10.42.0.211-10.42.0.1-35338-53-17,C1350082938,30,M,28007,M1823072687,28007,es_transportation,357374.13,CASH_OUT,2019-12-19 04:56:26+09,1,1
10.42.0.211-72.51.26.219-45650-80-6,C2043927860,43,M,28007,M1823072687,28007,es_transportation,112346.42,PAYMENT,2019-12-19 04:59:09+09,0,0
151.101.117.140-10.42.0.211-443-45570-6,C1028143403,50,M,28007,M1823072687,28007,es_transportation,417352.08,PAYMENT,2019-12-19 04:59:29+09,1,1
203.205.179.172-10.42.0.211-80-47107-6,C1744280753,23,M,28007,M348934600,28007,es_transportation,380810.25,PAYMENT,2019-12-19 05:00:58+09,0,0
10.42.0.211-114.134.80.163-50762-443-6,C1744280753,52,M,28007,M1823072687,28007,es_transportation,132462.38,TRANSFER,2019-12-19 05:01:52+09,1,1
10.42.0.211-31.13.69.197-59704-443-6,C574289698,38,M,28007,M1823072687,28007,es_transportation,23952.71,CASH_OUT,2019-12-19 05:10:10+09,0,0
203.205.179.172-10.42.0.211-80-41808-6,C560376591,66,F,28007,M1823072687,28007,es_transportation,13521.89,CASH_OUT,2019-12-19 05:11:10+09,1,1
10.42.0.211-54.192.38.65-58664-443-6,C1327124397,69,M,28007,M1823072687,28007,es_transportation,40829.2,CASH_OUT,2019-12-19 05:11:16+09,1,1
172.217.2.106-10.42.0.211-443-59370-6,C393339341,40,M,28007,M1823072687,28007,es_transportation,10854.28,CASH_OUT,2019-12-19 05:11:35+09,1,1
10.42.0.211-54.225.180.160-49371-443-6,C95082443,48,M,28007,M348934600,28007,es_transportation,95054.74,CASH_OUT,2019-12-19 05:11:55+09,1,1
10.42.0.151-65.55.118.92-54006-80-6,C744126786,40,F,28007,M1823072687,28007,es_transportation,172743.26,CASH_OUT,2019-12-19 05:11:55+09,0,0
172.217.11.14-10.42.0.151-443-51442-6,C995235283,39,F,28007,M348934600,28007,es_transportation,181429.02,CASH_OUT,2019-12-19 05:11:55+09,1,1
10.42.0.1-10.42.0.42-53-16256-17,C500992269,71,M,28007,M1823072687,28007,es_transportation,298552.37,CASH_OUT,2019-12-19 05:11:55+09,0,0
10.42.0.211-10.42.0.1-45522-53-17,C1827713539,42,M,28007,M1823072687,28007,es_transportation,156849.74,CASH_OUT,2019-12-19 05:11:55+09,1,1
172.217.7.206-10.42.0.211-443-51633-6,C1408489165,57,M,28007,M1823072687,28007,es_transportation,149585.32,CASH_OUT,2019-12-19 05:13:45+09,1,1
172.217.6.206-10.42.0.151-443-51045-6,C1637357651,54,M,28007,M1823072687,28007,es_transportation,72230.66,CASH_OUT,2019-12-19 05:16:24+09,0,0
10.42.0.42-69.28.57.174-59740-8888-6,C173276320,46,F,28007,M348934600,28007,es_transportation,321811.81,CASH_OUT,2019-12-19 05:17:44+09,1,1
175.100.207.206-10.42.0.211-80-35569-6,C1143297842,23,M,28007,M1823072687,28007,es_transportation,882378.66,CASH_OUT,2019-12-19 05:27:12+09,1,1
203.205.179.172-10.42.0.151-80-37315-6,C153258882,44,F,28007,M1823072687,28007,es_transportation,156706.25,CASH_OUT,2019-12-19 05:28:22+09,0,0
172.217.12.144-10.42.0.42-443-33133-6,C743934970,45,F,28007,M1823072687,28007,es_transportation,50262.84,PAYMENT,2019-12-19 05:29:44+09,1,1
10.42.0.151-91.190.217.48-60464-12350-6,C1238185596,22,M,28007,M1823072687,28007,es_transportation,68469.08,CASH_IN,2019-12-19 05:29:43+09,1,1
10.42.0.211-10.42.0.1-5351-42314-17,C1825783439,35,F,28007,M85975013,28007,es_food,11176.15,PAYMENT,2019-12-19 05:30:04+09,0,0
10.42.0.151-10.42.0.1-43373-53-17,C1686098746,52,M,28007,M1823072687,28007,es_transportation,99873.78,PAYMENT,2019-12-19 05:30:31+09,1,1
10.42.0.151-10.42.0.1-23075-53-17,C1720679886,50,F,28007,M1823072687,28007,es_transportation,311068.73,CASH_IN,2019-12-19 05:30:31+09,0,0
208.80.154.224-10.42.0.211-443-33478-6,C837031785,48,F,28007,M1823072687,28007,es_transportation,67805.82,CASH_OUT,2019-12-19 05:32:45+09,0,0
182.22.25.252-10.42.0.211-443-38358-6,C859628493,41,F,28007,M348934600,28007,es_transportation,381168.92,CASH_OUT,2019-12-19 05:33:07+09,1,1
10.42.0.151-10.42.0.1-27098-53-17,C1640022626,53,M,28007,M1823072687,28007,es_transportation,123323.78,PAYMENT,2019-12-19 05:33:45+09,0,0
10.42.0.211-64.71.142.95-48803-443-6,C168361707,57,F,28007,M1823072687,28007,es_transportation,12005.32,CASH_OUT,2019-12-19 06:56:37+09,1,1
216.58.219.227-10.42.0.42-443-48429-6,C920335350,20,F,28007,M348934600,28007,es_transportation,9045.55,TRANSFER,2019-12-19 06:56:25+09,0,0
172.217.12.132-10.42.0.151-443-58704-6,C616528518,30,F,28007,M1823072687,28007,es_transportation,136282.48,PAYMENT,2019-12-19 06:56:46+09,0,0
10.42.0.1-10.42.0.42-53-48100-17,C653835530,42,M,28007,M1823072687,28007,es_transportation,106684.16,CASH_OUT,2019-12-19 07:04:00+09,1,1
172.217.12.198-10.42.0.211-443-60942-6,C1117403153,53,F,28007,M348934600,28007,es_transportation,26784.85,CASH_OUT,2019-12-19 07:04:16+09,0,0
192.229.173.173-10.42.0.42-443-60409-6,C1136859577,26,M,28007,M1823072687,28007,es_transportation,9798.93,CASH_OUT,2019-12-19 07:38:40+09,1,1
172.217.6.195-10.42.0.211-443-46962-6,C612230385,39,M,28007,M348934600,28007,es_transportation,14948.66,CASH_OUT,2019-12-19 07:43:29+09,0,0
10.42.0.151-10.42.0.1-64288-53-17,C263788122,47,F,28007,M1823072687,28007,es_transportation,276820.39,CASH_OUT,2019-12-19 07:54:21+09,1,1
162.208.22.39-10.42.0.211-443-53157-6,C1440474435,46,M,28007,M1823072687,28007,es_transportation,147.6,CASH_OUT,2019-12-19 07:55:05+09,0,0
10.42.0.211-23.203.49.224-39840-443-6,C1780829982,33,M,28007,M85975013,28007,es_food,452224.91,CASH_OUT,2019-12-19 07:56:39+09,1,1
172.217.11.14-10.42.0.151-443-55399-6,C2039473569,58,M,28007,M1823072687,28007,es_transportation,538.92,CASH_OUT,2019-12-19 07:56:43+09,0,0
10.42.0.211-114.112.89.213-42463-80-6,C1299474405,49,F,28007,M348934600,28007,es_transportation,2513434.29,CASH_OUT,2019-12-19 08:08:49+09,0,0
172.217.10.129-10.42.0.42-443-60484-6,C712367267,52,F,28007,M1823072687,28007,es_transportation,291140.5,CASH_OUT,2019-12-19 08:10:30+09,1,1
172.217.10.42-10.42.0.211-443-52553-6,C566628469,55,F,28007,M348934600,28007,es_transportation,201199.27,CASH_OUT,2019-12-19 08:11:01+09,0,0
10.42.0.211-23.206.166.62-35058-80-6,C1396720108,27,M,28007,M1823072687,28007,es_transportation,23613.39,CASH_OUT,2019-12-19 08:11:35+09,1,1
10.42.0.211-61.174.50.211-41754-8080-6,C1415998962,46,F,28007,M1823072687,28007,es_transportation,246201.67,CASH_OUT,2019-12-19 12:00:46+09,0,0
10.42.0.151-10.42.0.1-14421-53-17,C1027777422,41,M,28007,M348934600,28007,es_transportation,18892.15,CASH_OUT,2019-12-19 12:11:35+09,0,0
10.42.0.211-10.42.0.1-61781-53-17,C430171917,26,M,28007,M1946091778,28007,es_wellnessandbeauty,8725.96,CASH_IN,2019-12-19 12:12:35+09,0,0
10.42.0.151-52.94.232.32-44586-443-6,C1418322275,40,M,28007,M1823072687,28007,es_transportation,361161.47,CASH_OUT,2019-12-27 21:43:19+09,1,1
158.85.58.60-10.42.0.151-5222-43013-6,C1289081546,29,F,28007,M85975013,28007,es_food,11902.68,CASH_OUT,2019-12-19 13:34:42+09,0,0
10.42.0.211-115.239.210.141-43191-443-6,C1463833315,72,M,28007,M209847108,28007,es_wellnessandbeauty,42245.19,CASH_OUT,2019-12-19 13:35:48+09,1,1
10.42.0.211-10.42.0.1-33468-53-17,C1463833315,56,M,28007,M78078399,28007,es_wellnessandbeauty,6109.0,CASH_OUT,2019-12-19 13:38:02+09,0,0
10.42.0.42-64.71.142.124-54370-80-6,C1463833315,23,M,28007,M97925176,28007,es_wellnessandbeauty,25529.41,CASH_IN,2019-12-19 14:38:50+09,1,1
198.11.188.78-10.42.0.42-443-38902-6,C671392477,66,F,28007,M1823072687,28007,es_transportation,10336.39,CASH_OUT,2019-12-19 14:58:37+09,1,1
10.42.0.211-123.125.115.164-43486-443-6,C2063978670,31,M,28007,M1823072687,28007,es_transportation,4389.55,CASH_OUT,2019-12-19 15:06:11+09,0,0
10.42.0.211-66.231.239.124-45870-443-6,C2084267589,48,F,28007,M1823072687,28007,es_transportation,8074.62,CASH_OUT,2019-12-19 15:07:18+09,1,1
172.217.10.97-10.42.0.151-443-40870-6,C65424442,54,F,28007,M348934600,28007,es_transportation,10065.54,PAYMENT,2019-12-19 15:07:02+09,0,0
172.217.12.131-10.42.0.211-443-41108-6,C210584188,63,M,28007,M85975013,28007,es_food,7884.17,DEBIT,2019-12-19 15:12:44+09,1,1
10.42.0.151-111.206.25.159-43643-80-6,C2131498052,32,M,28007,M348934600,28007,es_transportation,8547.45,CASH_OUT,2019-12-19 15:55:31+09,0,0
172.217.11.42-10.42.0.42-443-36845-6,C2131498052,77,M,28007,M1823072687,28007,es_transportation,4981.5,PAYMENT,2019-12-19 15:56:03+09,0,0
219.142.78.162-10.42.0.211-80-59537-6,C1715139,40,M,28007,M348934600,28007,es_transportation,3101.82,CASH_IN,2019-12-19 15:56:32+09,1,1
10.42.0.211-10.42.0.1-20099-53-17,C1676378077,28,F,28007,M1823072687,28007,es_transportation,16501.77,PAYMENT,2019-12-19 15:56:59+09,0,0
10.42.0.211-119.146.74.49-45373-443-6,C998690782,39,M,28007,M1823072687,28007,es_transportation,11677.26,PAYMENT,2019-12-19 15:56:09+09,1,1
10.42.0.211-36.110.213.49-35156-80-6,C810134226,43,M,28007,M1823072687,28007,es_transportation,24719.29,PAYMENT,2019-12-19 15:57:03+09,0,0
184.169.166.225-10.42.0.211-443-40166-6,C1867566140,37,F,28007,M1823072687,28007,es_transportation,3575.74,CASH_IN,2019-12-19 15:56:32+09,1,1
10.42.0.211-74.217.63.57-59323-443-6,C1362863442,44,F,28007,M1888755466,28007,es_otherservices,4737.21,CASH_OUT,2019-12-19 15:56:34+09,0,0
10.42.0.211-54.192.38.154-53392-443-6,C546386486,52,F,28007,M1823072687,28007,es_transportation,4652.84,PAYMENT,2019-12-19 15:57:34+09,0,0
172.217.10.46-10.42.0.151-443-51443-6,C1967337226,33,M,28007,M1823072687,28007,es_transportation,1501.5,CASH_OUT,2019-12-19 15:58:50+09,0,0
10.42.0.151-106.11.92.1-39207-443-6,C1454930581,53,M,28007,M1823072687,28007,es_transportation,2455.57,PAYMENT,2019-12-19 16:11:11+09,1,1
140.205.134.25-10.42.0.211-443-42972-6,C1180570487,65,F,28007,M1823072687,28007,es_transportation,134790.73,CASH_IN,2019-12-19 16:27:02+09,0,0
10.42.0.211-104.193.88.109-33820-80-6,C1382480007,62,F,28007,M1823072687,28007,es_transportation,155976.52,TRANSFER,2019-12-19 16:27:26+09,0,0
219.142.78.217-10.42.0.42-80-51538-6,C272752096,45,F,28007,M1823072687,28007,es_transportation,26458.23,CASH_IN,2019-12-19 16:27:56+09,1,1
10.42.0.151-54.192.38.65-43748-443-6,C1600873622,47,F,28007,M348934600,28007,es_transportation,2511.62,CASH_OUT,2019-12-19 16:29:09+09,0,0
10.42.0.211-66.231.239.124-47702-443-6,C1600873622,42,F,28007,M1823072687,28007,es_transportation,104039.28,PAYMENT,2019-12-19 17:41:16+09,0,0
172.217.10.225-10.42.0.211-443-59177-6,C896894357,38,M,28007,M1823072687,28007,es_transportation,261050.68,PAYMENT,2019-12-19 17:41:21+09,1,1
10.42.0.211-10.42.0.1-26218-53-17,C1491844959,40,F,28007,M1823072687,28007,es_transportation,8812.3,CASH_OUT,2019-12-19 17:46:37+09,0,0
217.69.136.175-10.42.0.151-443-45052-6,C1600642825,39,F,28007,M1823072687,28007,es_transportation,244439.65,PAYMENT,2019-12-19 17:55:00+09,0,0
180.149.136.194-10.42.0.42-80-38535-6,C1782998558,49,F,28007,M1823072687,28007,es_transportation,5865.4,PAYMENT,2019-12-19 18:03:20+09,1,1
198.11.190.7-10.42.0.211-443-37582-6,C971766834,51,F,28007,M1823072687,28007,es_transportation,128365.93,CASH_OUT,2019-12-19 18:03:21+09,0,0
10.42.0.151-10.42.0.1-36396-53-17,C606518659,31,F,28007,M1823072687,28007,es_transportation,147815.57,CASH_OUT,2019-12-19 18:03:59+09,0,0
10.42.0.211-23.206.125.17-50502-80-6,C846682077,41,M,28007,M1823072687,28007,es_transportation,10202.16,PAYMENT,2019-12-19 18:04:08+09,1,1
173.222.142.156-10.42.0.211-443-44377-6,C1680323951,52,F,28007,M1823072687,28007,es_transportation,207428.78,CASH_OUT,2019-12-19 18:04:24+09,0,0
203.205.147.229-10.42.0.211-80-37074-6,C1844695541,64,F,28007,M1053599405,28007,es_health,79516.75,CASH_OUT,2019-12-19 18:05:23+09,1,1
140.205.62.20-10.42.0.211-80-51217-6,C699081415,39,F,28007,M348934600,28007,es_transportation,1129080.28,CASH_OUT,2019-12-19 18:05:27+09,0,0
10.42.0.211-10.42.0.1-44314-53-17,C1645276019,53,M,28007,M1823072687,28007,es_transportation,43615.59,CASH_OUT,2019-12-19 18:06:06+09,1,1
10.42.0.211-10.42.0.1-18433-53-17,C1067668919,48,F,28007,M348934600,28007,es_transportation,26784.59,CASH_OUT,2019-12-19 18:07:05+09,0,0
175.100.207.233-10.42.0.42-80-56827-6,C363287468,64,F,28007,M1823072687,28007,es_transportation,352060.81,CASH_OUT,2019-12-19 18:07:11+09,1,1
10.42.0.211-10.42.0.1-65393-53-17,C1813823560,48,F,28007,M348934600,28007,es_transportation,3538.07,CASH_OUT,2019-12-19 18:07:33+09,0,0
172.217.12.202-10.42.0.211-443-33269-6,C342410301,39,F,28007,M1823072687,28007,es_transportation,2607326.07,CASH_OUT,2019-12-19 18:07:13+09,1,1
10.42.0.42-37.1.203.158-40378-443-6,C1414374774,33,M,28007,M348934600,28007,es_transportation,205027.03,CASH_OUT,2019-12-19 18:08:38+09,0,0
10.42.0.211-54.192.38.7-58500-443-6,C23992005,68,M,28007,M348934600,28007,es_transportation,364132.96,CASH_OUT,2019-12-19 18:09:05+09,1,1
172.217.12.193-10.42.0.211-443-38502-6,C77017704,36,F,28007,M1823072687,28007,es_transportation,59128.56,CASH_OUT,2019-12-19 18:14:43+09,0,0
10.42.0.151-106.39.169.66-35701-443-6,C1009080922,62,F,28007,M1823072687,28007,es_transportation,2905.91,CASH_OUT,2019-12-19 18:15:47+09,1,1
10.42.0.151-10.42.0.1-27072-53-17,C1477378413,42,M,28007,M348934600,28007,es_transportation,4958.89,CASH_OUT,2019-12-19 18:16:23+09,0,0
8.0.6.4-8.6.0.1-0-0-0,C2013871968,37,F,28007,M1823072687,28007,es_transportation,103703.38,CASH_OUT,2019-12-19 18:17:02+09,1,1
10.42.0.211-10.42.0.1-1075-53-17,C1258211852,51,M,28007,M85975013,28007,es_food,226857.44,CASH_OUT,2019-12-19 18:17:35+09,0,0
10.42.0.151-69.147.64.33-35516-443-6,C609452246,38,F,28007,M1823072687,28007,es_transportation,3235.59,CASH_OUT,2019-12-19 18:18:11+09,0,0
172.217.10.226-10.42.0.211-443-35266-6,C503433561,59,M,28007,M1823072687,28007,es_transportation,5737.05,CASH_OUT,2019-12-19 18:19:16+09,0,0
172.217.10.240-10.42.0.42-443-40199-6,C378899672,56,F,28007,M1823072687,28007,es_transportation,248849.05,CASH_OUT,2019-12-19 18:19:35+09,1,1
10.42.0.42-62.138.0.117-50172-80-6,C1373973501,63,F,28007,M1823072687,28007,es_transportation,73400.6,CASH_OUT,2019-12-19 18:23:24+09,0,0
10.42.0.42-23.199.25.36-50541-80-6,C1327677398,48,M,28007,M348934600,28007,es_transportation,334274.78,CASH_OUT,2019-12-19 18:23:34+09,1,1
10.42.0.151-10.42.0.1-32115-53-17,C991774315,32,F,28007,M1823072687,28007,es_transportation,136264.88,CASH_OUT,2019-12-19 18:27:29+09,0,0
174.35.73.93-10.42.0.151-80-44002-6,C285580881,49,M,28007,M1823072687,28007,es_transportation,109159.94,CASH_OUT,2019-12-19 18:28:42+09,1,1
10.42.0.42-125.211.204.209-45902-80-6,C1226947303,62,F,28007,M1823072687,28007,es_transportation,189774.76,CASH_OUT,2019-12-19 18:28:43+09,0,0
174.129.32.117-10.42.0.211-443-47274-6,C1885719603,33,F,28007,M1823072687,28007,es_transportation,78563.52,CASH_OUT,2019-12-19 18:28:58+09,1,1
172.217.11.35-10.42.0.42-443-41570-6,C513710252,46,M,28007,M1823072687,28007,es_transportation,167613.07,CASH_OUT,2019-12-19 18:29:48+09,0,0
10.42.0.151-108.174.11.1-54319-80-6,C1710387865,38,M,28007,M348934600,28007,es_transportation,35905.07,CASH_OUT,2019-12-19 18:29:37+09,0,0
220.243.235.201-10.42.0.151-80-55693-6,C874655320,35,M,28007,M1823072687,28007,es_transportation,297772.67,CASH_OUT,2019-12-19 18:31:33+09,1,1
10.42.0.211-121.12.98.64-40886-80-6,C2080100346,35,F,28007,M85975013,28007,es_food,351060.59,CASH_OUT,2019-12-19 18:31:33+09,0,0
172.217.10.234-10.42.0.151-443-47966-6,C261398093,26,F,28007,M348934600,28007,es_transportation,121323.32,CASH_OUT,2019-12-19 18:32:17+09,0,0
220.170.182.31-10.42.0.211-443-52257-6,C261398093,31,F,28007,M1823072687,28007,es_transportation,3936.74,CASH_OUT,2019-12-19 18:33:29+09,1,1
209.10.120.26-10.42.0.211-80-33065-6,C1457092141,55,F,28007,M1823072687,28007,es_transportation,77792.72,CASH_OUT,2019-12-19 18:33:33+09,0,0
151.101.116.166-10.42.0.211-443-37279-6,C194859196,45,F,28007,M1823072687,28007,es_transportation,68562.93,CASH_OUT,2019-12-19 18:33:36+09,0,0
172.217.12.142-10.42.0.151-443-40176-6,C2100602051,58,M,28007,M1823072687,28007,es_transportation,363521.88,CASH_OUT,2019-12-19 18:33:40+09,1,1
10.42.0.211-121.12.98.62-35328-80-6,C2068249421,39,M,28007,M1823072687,28007,es_transportation,292051.07,CASH_OUT,2019-12-19 18:33:44+09,0,0
172.217.12.206-10.42.0.151-443-58886-6,C784046647,46,M,28007,M1535107174,28007,es_wellnessandbeauty,839878.8,CASH_OUT,2019-12-19 18:33:44+09,1,1
10.42.0.211-106.39.162.36-54474-80-6,C784046647,59,M,28007,M1748431652,28007,es_wellnessandbeauty,3702.04,CASH_OUT,2019-12-19 18:33:44+09,0,0
172.217.10.227-10.42.0.151-443-59969-6,C283266984,32,M,28007,M1823072687,28007,es_transportation,101305.25,CASH_OUT,2019-12-19 18:36:22+09,1,1
10.42.0.151-52.84.1.143-32859-443-6,C1642592478,40,M,28007,M1823072687,28007,es_transportation,333541.29,CASH_OUT,2019-12-19 18:38:35+09,0,0
10.42.0.211-10.42.0.1-42220-53-17,C1870926183,68,M,28007,M1823072687,28007,es_transportation,26623.8,CASH_OUT,2019-12-19 18:38:55+09,0,0
172.217.11.3-10.42.0.151-443-48777-6,C564473555,68,F,28007,M1823072687,28007,es_transportation,56851.68,CASH_OUT,2019-12-19 19:29:53+09,1,1
10.42.0.1-10.42.0.42-53-13315-17,C457497998,48,M,28007,M1823072687,28007,es_transportation,137297.96,CASH_OUT,2019-12-19 19:30:17+09,0,0
158.85.58.49-10.42.0.151-443-59676-6,C1686676187,62,F,28007,M1823072687,28007,es_transportation,202148.81,CASH_OUT,2019-12-19 19:30:34+09,1,1
172.217.10.225-10.42.0.151-443-40232-6,C1517820871,53,F,28007,M1823072687,28007,es_transportation,233768.5,CASH_OUT,2019-12-19 19:30:37+09,0,0
180.149.136.194-10.42.0.211-80-57315-6,C1334227305,28,F,28007,M85975013,28007,es_food,314081.63,CASH_OUT,2019-12-19 19:30:29+09,1,1
172.217.10.65-10.42.0.211-443-52676-6,C1215468370,41,M,28007,M1823072687,28007,es_transportation,231313.64,CASH_OUT,2019-12-19 19:34:39+09,1,1
10.42.0.151-10.42.0.1-65062-53-17,C1928842916,38,M,28007,M1823072687,28007,es_transportation,154836.44,CASH_OUT,2019-12-19 19:35:19+09,0,0
182.22.24.124-10.42.0.211-443-33064-6,C1570165892,46,F,28007,M85975013,28007,es_food,217245.26,CASH_OUT,2019-12-19 19:35:07+09,1,1
10.42.0.211-119.146.74.32-38193-443-6,C969284083,49,F,28007,M1823072687,28007,es_transportation,124278.96,PAYMENT,2019-12-19 19:35:23+09,1,1
172.217.3.99-10.42.0.211-443-54457-6,C1438489717,56,F,28007,M1823072687,28007,es_transportation,256745.14,CASH_OUT,2019-12-19 19:35:56+09,1,1
172.217.11.45-10.42.0.151-443-42854-6,C1454671890,37,F,28007,M1823072687,28007,es_transportation,221574.41,CASH_IN,2019-12-19 19:36:19+09,0,0
10.42.0.211-77.234.44.199-37369-80-6,C998987490,23,F,28007,M1053599405,28007,es_health,99596.11,TRANSFER,2019-12-19 19:38:16+09,0,0
10.42.0.151-106.39.169.66-60144-80-6,C998987490,38,F,28007,M1913465890,28007,es_health,87323.83,PAYMENT,2019-12-19 19:38:37+09,0,0
10.42.0.211-10.42.0.1-35095-53-17,C172921013,28,M,28007,M1823072687,28007,es_transportation,276857.22,PAYMENT,2019-12-19 19:39:37+09,0,0
10.42.0.151-104.193.88.109-58884-80-6,C477892356,29,M,28007,M1823072687,28007,es_transportation,151324.52,CASH_IN,2019-12-19 19:40:09+09,0,0
10.42.0.151-10.42.0.1-10908-53-17,C1030484150,53,F,28007,M1823072687,28007,es_transportation,21490.46,CASH_OUT,2019-12-19 19:40:03+09,1,1
10.42.0.151-10.42.0.1-10835-53-17,C85676975,39,M,28007,M348934600,28007,es_transportation,38064.8,TRANSFER,2019-12-19 19:40:28+09,1,1
10.42.0.211-64.71.142.95-58498-443-6,C83204562,39,F,28007,M85975013,28007,es_food,46826.48,PAYMENT,2019-12-19 19:40:59+09,1,1
10.42.0.211-10.42.0.1-29518-53-17,C395508103,31,F,28007,M1823072687,28007,es_transportation,143348.57,TRANSFER,2019-12-19 19:41:19+09,1,1
220.170.182.31-10.42.0.42-443-42090-6,C2017390387,43,F,28007,M1946091778,28007,es_wellnessandbeauty,277942.27,PAYMENT,2019-12-19 19:49:43+09,1,1
10.42.0.211-10.42.0.1-48623-53-17,C20274793,21,F,28007,M1823072687,28007,es_transportation,66100.41,PAYMENT,2019-12-19 19:49:57+09,0,0
